testcase,top1,top10,top1 compile time,top10 end2end time
0,3.747e-05,3.747e-05,0.0017392635345458984,10.907338857650757
1,6.8500000000000005e-06,6.21e-06,0.0019054412841796875,12.201247215270996
2,4.6620000000000004e-05,3.13e-05,0.0017552375793457031,11.512606859207153
3,1.3180000000000001e-05,1.3180000000000001e-05,0.0017092227935791016,18.148901224136353
4,3.0370000000000002e-05,1.5550000000000002e-05,0.0017876625061035156,10.391196012496948
5,0.00015267,4.998e-05,0.001764535903930664,15.222373485565186
6,1.514e-05,1.514e-05,0.0017626285552978516,43.05679535865784
7,3.229e-05,1.5810000000000003e-05,0.0017981529235839844,10.356375932693481
8,0.00012534000000000002,0.00011570999999999999,0.0017681121826171875,12.0277681350708
9,0.00017274,3.773e-05,0.001772165298461914,10.9248628616333
10,5.325e-05,2.6079999999999998e-05,0.0017883777618408203,10.60538649559021
11,0.00048918,0.00019286000000000002,0.0017590522766113281,14.690043687820435
12,0.00020285,3.024e-05,0.0017552375793457031,10.877009153366089
